Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Price per week
INFANT CENTER,198016306,KIDDIE ACADEMY,"SCHOLAR LEARNING CENTERS, INC.",ANTOINETTE DEL-GADILLO,(909) 392-3333,931 BASELINE ROAD,LA VERNE,CA,91750,LOS ANGELES,33,30,CLOSED,6/6/2011,3/29/2019,
INFANT CENTER,13422427,KIDDIE ACADEMY,"MY PLK, LLC.","ALDANA, VANESSA",(925) 292-1948,1400 N. VASCO RD.,LIVERMORE,CA,94551,ALAMEDA,52,24,LICENSED,8/12/2016,,
INFANT CENTER,198008924,KIDDIE ACADEMY CHILD CARE LEARNING CENTER,"KIDZ PLAYHOUSE, INC.",CARMEN MILLNER,(909) 621-5112,663 E. FOOTHILL BLVD.,CLAREMONT,CA,91711,LOS ANGELES,33,10,LICENSED,5/30/2003,,
INFANT CENTER,376700354,KIDDIE ACADEMY CHILDCARE LEARNING CENTER-INFANT,"MARANGELY'S KIDS, INC.","PLANT, LISA",(760) 439-5552,3766 MISSION AVENUE #110,OCEANSIDE,CA,92058,SAN DIEGO,10,13,LICENSED,6/18/2007,,
INFANT CENTER,434415822,KIDDIE ACADEMY OF ALMADEN VALLEY,"KEYZ ENTERPRISE, LLC",SONALIKA CLARK,(408) 752-4803,16607 ALMADEN EXPRESSWAY,SAN JOSE,CA,95120,SANTA CLARA,7,20,LICENSED,3/14/2019,,
INFANT CENTER,434412172,KIDDIE ACADEMY OF CUPERTINO,"CHILD CARE, LLC","XIONG, ANGELA",(408) 517-0454,19875 STEVENS CREEK BLVD.,CUPERTINO,CA,95014,SANTA CLARA,7,24,LICENSED,7/12/2011,,
INFANT CENTER,198017331,KIDDIE ACADEMY OF DIAMOND BAR,KIDDIE ACADEMY OF DIAMOND BAR,ELIZABETH MILLER,(909) 979-3808,21385 COLD SPRING LANE,DIAMOND BAR,CA,91765,LOS ANGELES,33,32,LICENSED,6/13/2013,,
INFANT CENTER,364845650,KIDDIE ACADEMY OF FONTANA,"KA OF FONTANA, INC.",MONIQUE ACOSTA,(909) 822-7700,11117 SIERRA AVE,FONTANA,CA,92337,SAN BERNARDINO,9,28,LICENSED,11/21/2019,,
INFANT CENTER,198016425,KIDDIE ACADEMY OF GLENDORA,"BETH'S LEARNING CENTER, LLC.",BETH HOLMES,(626) 691-0242,1339 SOUTH GRAND AVENUE,GLENDORA,CA,91740,LOS ANGELES,33,24,LICENSED,6/24/2011,,
INFANT CENTER,304370986,KIDDIE ACADEMY OF HUNTINGTON BEACH,KA PRESCHOOL OF HUNTINGTON BEACH,"PAPPAS, NATALIA",(714) 968-0078,19342 BEACH BLVD.,HUNTINGTON BEACH,CA,92648,ORANGE,6,44,LICENSED,4/16/2015,,
INFANT CENTER,304370232,KIDDIE ACADEMY OF IRVINE,KA PRESCHOOL OF IRVINE CORPORATION,"DUDLEY, MELISSA",(949) 660-0005,16655 NOYES AVENUE,IRVINE,CA,92606,ORANGE,6,24,LICENSED,5/5/2006,,
INFANT CENTER,304370171,KIDDIE ACADEMY OF LAGUNA HILLS,KIDS TUTOR INC DBA,"DE SILVA, SRIYANI",(949) 587-0046,25261 PASEO DE ALICIA,LAGUNA HILLS,CA,92653,ORANGE,6,20,CLOSED,8/31/2005,6/9/2017,
INFANT CENTER,434408797,KIDDIE ACADEMY OF MORGAN HILL,APPLETREE LEARNING CENTER LLC,NAKIA CENTENO,(408) 776-6800,"15750 MONTEREY ROAD, SUITE 150",MORGAN HILL,CA,95037,SANTA CLARA,7,20,LICENSED,9/18/2006,,
INFANT CENTER,434411986,KIDDIE ACADEMY OF MOUNTAIN VIEW,KIDDIE CENTRE OF MOUNTAIN VIEW INC.,LINDA WHITE,(650) 960-6900,205 EAST MIDDLEFIELD ROAD,MOUNTAIN VIEW,CA,94043,SANTA CLARA,52,42,LICENSED,8/15/2010,,
INFANT CENTER,334841843,KIDDIE ACADEMY OF MURRIETA,DAVID HOLMES-ELIZABETH SRONCE HOLMES,ELIZABETH SRONCE HOLMES,(951) 566-0060,41755 JUNIPER STREET,MURRIETA,CA,92562,RIVERSIDE,10,24,LICENSED,10/16/2012,,
INFANT CENTER,198020505,KIDDIE ACADEMY OF PASADENA,KA OF PASADENA,LYNNE FISHER,(626) 606-2800,169 HALSTEAD ST,PASADENA,CA,91107,LOS ANGELES,33,26,PENDING,,,
INFANT CENTER,364845747,KIDDIE ACADEMY OF RANCHO CUCAMONGA,"MOORE,JENNIFER & MOORE,MATTHEW",JENNIFER MOORE,(909) 891-8700,7220 VICTORIA PARK LANE,RANCHO CUCAMONGA,CA,91739,SAN BERNARDINO,9,24,LICENSED,1/21/2020,,
INFANT CENTER,313621539,KIDDIE ACADEMY OF ROSEVILLE (INF),HOLY MOTHER CHILD CARE ACADEMY LLC,"MADERIS, DENISE",(916) 789-1122,5100 FOOTHILLS BLVD,ROSEVILLE,CA,95747,PLACER,3,32,CLOSED,6/7/2017,10/17/2019,
INFANT CENTER,434408783,KIDDIE ACADEMY OF SAN JOSE,"SAN JOSE CHILD CARE, LLC",MARIE NUNEZ,(408) 978-1500,521 WEST CAPITOL EXPRESSWAY,SAN JOSE,CA,95136,SANTA CLARA,7,32,LICENSED,8/3/2006,,
INFANT CENTER,304371225,KIDDIE ACADEMY OF SANTA ANA,KA PRESCHOOL OF SANTA ANA,"HAIKAL, JOSEPH",(714) 599-1783,1345 NORTH GRAND AVENUE,SANTA ANA,CA,92701,ORANGE,6,20,LICENSED,5/1/2019,,
INFANT CENTER,304370880,KIDDIE ACADEMY OF TUSTIN,KA PRESCHOOL OF TUSTIN,"ESTRADA, ELAINA",(714) 508-0005,14501 NEWPORT AVENUE,TUSTIN,CA,92780,ORANGE,6,36,LICENSED,10/4/2013,,
INFANT CENTER,304371424,KIDDIE ACADEMY OF YORBA LINDA,"WALIA, DAMANIOT & DESAI, VANDNA","DESAI, VANDNA",(714) 660-6111,18633 YORBA LINDA BLVD.,YORBA LINDA,CA,92886,ORANGE,6,44,PENDING,,,
INFANT CENTER,198017630,KIDDIE CREST ACADEMY,TRIPLE D & CD INC.,"ANTONY, HARSHI",(562) 633-2032,13067 PARAMOUNT BOULEVARD,SOUTH GATE,CA,90280,LOS ANGELES,54,51,LICENSED,3/17/2014,,
INFANT CENTER,376600885,KIDDIE HALL CHILD CARE CENTER - INFANT,KNOWLEDGE UNIVERSE EDUCATION LLC,"KING, ANA",(619) 696-5042,"600 B STREET, SUITE 300",SAN DIEGO,CA,92101,SAN DIEGO,20,36,CLOSED,12/2/2002,9/22/2015,
INFANT CENTER,393608186,KIDDIE KINGDOM,UNITED PENTECOSTAL CHURCH OF STOCKTON,"STURDIVAN, DELORES",(209) 462-3730,1121 SOUTH ORO AVENUE,STOCKTON,CA,95215,SAN JOAQUIN,53,8,LICENSED,5/29/2002,,
INFANT CENTER,503608480,KIDDIE KINGDOM DAYCARE CENTER,"CASTILLO, DAISY","CASTILLO, DAISY",(209) 537-8944,3900 MORGAN ROAD #G,CERES,CA,95307,STANISLAUS,4,12,LICENSED,10/25/2002,,
INFANT CENTER,197493147,KIDDIE KOLLEGE INC - INFANTS,"KIDDIE KOLLEGE, INC",AVA BROWN,(323) 751-4343,3301 W. MANCHESTER BLVD,INGLEWOOD,CA,90305,LOS ANGELES,30,27,LICENSED,2/14/2017,,
INFANT CENTER,304371094,KIDDIE LEARNING ACADEMY,TRIPLE D & CD SCHOOL LLC,"WYATT, JENNA",(714) 680-0567,3516 W. COMMONWEALTH AVENUE,FULLERTON,CA,92833,ORANGE,6,8,LICENSED,6/8/2016,,
INFANT CENTER,197413468,"KIDDIES CREATIVE LEARNING AND CARE CENTER, INC.","KIDDIES CREATIVE LEARNING AND CARE CENTER, INC.",RUZANNA PAPAZYAN,(818) 780-6689,6349 LONGRIDGE AVE,VAN NUYS,CA,91401,LOS ANGELES,30,18,LICENSED,5/10/2006,,
INFANT CENTER,376701058,KIDDIES KORNER,KIDDIES KORNER LLC,SANYA KERNEY,(858) 486-1775,12334 OAK KNOLL ROAD,POWAY,CA,92064,SAN DIEGO,51,15,LICENSED,5/1/2014,,
INFANT CENTER,343621879,KIDDY CLUB,"REID, MARLETT","REID, MARLETT",(916) 617-7248,5230 EHRHARDT AVENUE,SACRAMENTO,CA,95823,SACRAMENTO,3,12,LICENSED,7/11/2017,,
INFANT CENTER,343622378,KIDDY CLUB,"REID, MARLETT","REID, MARLETT",(916) 617-7248,7710 STOCKTON BLVD,SACRAMENTO,CA,95823,SACRAMENTO,3,14,LICENSED,6/19/2018,,
INFANT CENTER,198001580,KIDDY TYME CHILD CARE LEARNING CENTER,MERRY ANGELS' INC.,"PANTON, JENNIFER",(323) 278-9088,1465 MONTEBELLO BLVD.,MONTEBELLO,CA,90640,LOS ANGELES,33,20,CLOSED,12/27/1995,6/11/2019,
INFANT CENTER,198019938,KIDDY TYME CHILD CARE/LEARNING CENTER,"JINLIN, LLC",ANGELA TSAI,(909) 527-9950,1465 N MONTEBELLO BLVD,MONTEBELLO,CA,90640,LOS ANGELES,33,20,LICENSED,6/12/2019,,
INFANT CENTER,376700314,KIDS' CARE CLUB-INFANT,C & J KIDS CORPORATION,TOBI STEINER,(858) 675-7000,10414 CRAFTSMAN WAY,SAN DIEGO,CA,92127,SAN DIEGO,51,20,LICENSED,1/2/2007,,
INFANT CENTER,197493638,KIDS' CASTLE INFANT CARE CENTER,"MC NALLY, LAUREN","MC NALLY, LAUREN",(310) 677-2997,745 N. LA BREA,INGLEWOOD,CA,90302,LOS ANGELES,30,34,CLOSED,,6/28/2018,
INFANT CENTER,340308810,KIDS' WORLD LEARNING CENTER,"HART, PAUL & BEVERLY","DIPIPPO, ALYSSA",(916) 363-2800,2740 LA LOMA DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,42,CLOSED,3/17/1986,5/24/2018,
INFANT CENTER,304270975,KIDS ADVENTURE LEARNING CENTER,"SUNLAND EDUCATIONAL SCHOOLS, INC.","SANCHEZ, AURORA",(714) 525-7377,1834 W. VALENCIA DRIVE,FULLERTON,CA,92833,ORANGE,6,8,LICENSED,2/28/2003,,
INFANT CENTER,364830159,KIDS AND CARE PRESCHOOL & DAY CARE CENTER,"GARCIA, CLAUDIA",CLAUDIA VALENZUELA GARCIA,(760) 956-5000,9560 I AVENUE,HESPERIA,CA,92345,SAN BERNARDINO,12,24,LICENSED,3/16/2009,,
INFANT CENTER,197750058,KIDS AND KRAYON INFANTS AND TODDLERS,"CUEVAS, MARIA","CUEVAS, MARIA",(661) 839-5252,43137 VENTURE ST SUITE 103,LANCASTER,CA,93535,LOS ANGELES,12,15,LICENSED,3/8/2019,,
INFANT CENTER,274408753,KIDS AT PLAY,DENISE CARATTINI,DENISE CARATTINI,(831) 769-8697,1441 CONSTITUTION BLVD #151,SALINAS,CA,93906,MONTEREY,7,16,LICENSED,1/12/2006,,
INFANT CENTER,274408822,KIDS AT PLAY,KIDZ PLAY INC.,AMANDA ARAIZA,(831) 899-9000,1664 HILBY AVENUE,SEASIDE,CA,93955,MONTEREY,7,23,CLOSED,1/10/2007,12/18/2015,
INFANT CENTER,73400195,KIDS AT WORK,CONTRA COSTA PUBLIC WORKS EARLY CHILDHOOD CENTER,LORI SULLIVAN,(925) 313-2380,255 GLACIER DRIVE,MARTINEZ,CA,94553,CONTRA COSTA,2,15,LICENSED,8/14/2000,,
INFANT CENTER,384002789,KIDS BY THE BAY - FINANCIAL DISTRICT,KINDERCARE EDUCATION AT WORK LLC,R,(415) 608-0218,75 HAWTHORNE STEET,SAN FRANCISCO,CA,94105,SAN FRANCISCO,5,21,LICENSED,1/11/2017,,
INFANT CENTER,384001719,KIDS BY THE BAY - INFANT,"CHILDREN'S CREATIVE LEARNING CENTERS, LLC","WESTMORELAND, ROCHELLE",(415) 554-8100,90 SEVENTH STREET,SAN FRANCISCO,CA,94103,SAN FRANCISCO,5,42,LICENSED,10/23/2007,,
INFANT CENTER,93622177,KIDS CAMP,KIDS CAMP LLC,"LUCERO, SARA",(916) 801-9072,1941 ZINFANDEL DRIVE,RANCHO CORDOVA,CA,95670,EL DORADO,3,3,CLOSED,5/1/2018,12/31/2018,
INFANT CENTER,343619740,KIDS CAMP,"KIDS CAMP, LLC",KITTIE ENAMI,(916) 735-3165,8073 GREENBACK LN,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,4,CLOSED,4/4/2014,12/31/2018,
INFANT CENTER,343616528,KIDS CAMP,"KIDS CAMP, LLC","BROWN, EBONY",(916) 801-9072,7511 WEST STOCKTON,SACRAMENTO,CA,95823,SACRAMENTO,3,6,CLOSED,9/27/2010,12/31/2018,
INFANT CENTER,343616344,KIDS CAMP,"KIDS CAMP, LLC","EVANGER, DEENA",(916) 608-9900,231 BLUE RAVINE #400,FOLSOM,CA,95630,SACRAMENTO,3,7,CLOSED,6/4/2010,12/31/2018,
INFANT CENTER,313616521,KIDS CAMP,"KIDS CAMP, LLC","EMANI, KITTIE",(916) 801-9072,945 ROSEVILLE PARKWAY,ROSEVILLE,CA,95678,PLACER,3,7,CLOSED,9/27/2010,12/31/2018,
INFANT CENTER,313616523,KIDS CAMP,"KIDS CAMP, LLC","LOPEZ, ANGELA",(916) 404-8108,1485 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,3,8,CLOSED,9/27/2010,12/31/2018,
INFANT CENTER,93616362,KIDS CAMP,"KIDS CAMP, LLC","HOOD, KELLY",(916) 358-5276,5041 ROBERT J MATTHEWS #200,EL DORADO HILLS,CA,95762,EL DORADO,3,13,CLOSED,6/4/2010,12/31/2018,
INFANT CENTER,376700206,KIDS CARE CLUB-INFANT,C & J KIDS CORPORATION,GINGER JAMIR,(858) 538-5437,9995 CARMEL MOUNTAIN ROAD #B8,SAN DIEGO,CA,92129,SAN DIEGO,51,16,LICENSED,11/1/2005,,
INFANT CENTER,434410624,KIDS CHILD DEVELOPMENT CENTER,KIDS CDC INC.,"SOLOMON, SHANI",(408) 732-5611,649 EAST HOMESTEAD,SUNNYVALE,CA,94087,SANTA CLARA,7,12,LICENSED,11/12/2008,,
INFANT CENTER,376701275,KIDS DEPOT OF OTAY RANCH,"IMAGINE EARLY EDUCATION, INC.",AIMEE BOIRI,(858) 699-1710,1394 EAST PALOMAR ST. STE. 210,CHULA VISTA,CA,91913,SAN DIEGO,20,44,LICENSED,11/21/2016,,
INFANT CENTER,376700661,KIDS DEPOT OF OTAY RANCH - INFANT,"INTERNATIONAL PRESCHOOL SERVICES, INC.",EILEEN CRAWFORD,(619) 656-0506,1394 E. PALOMAR,CHULA VISTA,CA,91913,SAN DIEGO,20,47,CLOSED,12/17/2009,11/21/2016,
INFANT CENTER,364819494,KIDS DISCOVERY WORLD,"FERNANDO, MALKANTHI",SUSAN ACOSTA,(760) 241-2416,15858 BEAR VALLEY ROAD,VICTORVILLE,CA,92395,SAN BERNARDINO,12,12,LICENSED,11/15/2007,,
INFANT CENTER,364843496,KIDS FIRST LEARNING CENTER,"TGML, INC.",STEPHANIE MELENDEZ,(909) 930-5459,2049 E. RIVERSIDE DRIVE,ONTARIO,CA,91761,SAN BERNARDINO,9,19,CLOSED,10/13/2015,2/5/2018,
INFANT CENTER,364804111,KIDS FIRST LEARNING CENTERS,GAME INVESTMENTS INC.,JOANNA JUAREZ,(909) 930-5459,2049 E. RIVERSIDE DRIVE,ONTARIO,CA,91761,SAN BERNARDINO,9,19,CLOSED,11/6/1997,10/13/2015,
INFANT CENTER,376700847,KIDS GALORE-INFANT,SCHOOL'S OUT,"KORNIJCZUK, SARAH",(760) 480-9787,270 WEST CREST STREET,ESCONDIDO,CA,92025,SAN DIEGO,10,18,CLOSED,10/14/2011,7/27/2018,
INFANT CENTER,364843638,KIDS GARDEN PRESCHOOL & SCHOOL AGE CENTER,"REIT EDUCATION (AMERICA), LLC",CHENGUANG YANG,(909) 985-4448,791 E. FOOTHILL BLVD,UPLAND,CA,91786,SAN BERNARDINO,9,16,CLOSED,,11/16/2015,
INFANT CENTER,343621488,KIDS INC PRESCHOOL AND DISCOVERY CENTER,"VACCARO, KELLI & MARK","VACCARO, KELLI",(916) 805-5961,250 PALLADIO PARKWAY #1301,FOLSOM,CA,95630,SACRAMENTO,3,13,LICENSED,1/4/2017,,
INFANT CENTER,343623068,KIDS INC PRESCHOOL& DISCOVERY CENTER(INF),"VACCARO, KELLI","VACCARO, KELLI",(916) 743-0857,1740 PRAIRIE CITY ROAD,FOLSOM,CA,95630,SACRAMENTO,3,51,LICENSED,5/1/2019,,
INFANT CENTER,393615198,KIDS JUNCTION,"POIRIER, LYNN","POIRIER, DEE",(209) 951-5437,6311 PACIFIC AVE.,STOCKTON,CA,95207,SAN JOAQUIN,53,20,LICENSED,5/30/2008,,
INFANT CENTER,304370816,KIDS KASTLE PRESCHOOL,"CHANG, MARY","BEDFORD, KATIE",(714) 437-1720,2525 FAIRVIEW ROAD,COSTA MESA,CA,92626,ORANGE,6,30,LICENSED,8/27/2012,,
INFANT CENTER,364842640,KIDS KINGDOM,"SENEWIRATHE, ROHITH","CRANDALL, ROBIN",(909) 319-4884,584 W 40TH STREET,SAN BERNARDINO,CA,92407,SAN BERNARDINO,12,12,CLOSED,,3/8/2016,
INFANT CENTER,197494249,KIDS KINGDOM,TRINA MENDOZA,"MENDOZA, TRINA",(310) 547-4986,731 S AVERILL AVE,SAN PEDRO,CA,90731,LOS ANGELES,30,12,LICENSED,9/23/2019,,
INFANT CENTER,198001061,KIDS KLUB PASADENA,"KIDS KLUB CARE CENTERS, INC.",VIVIAN CHANG,(818) 795-2501,380  SO. RAYMOND STREET,PASADENA,CA,91105,LOS ANGELES,33,55,LICENSED,7/5/1995,,
INFANT CENTER,198014170,KIDS KLUB SAN GABRIEL / ROSEMEAD,"KIDS KLUB CARE CENTER, INC.",MARY PERALTA,(626) 288-4400,4930 EARLE AVENUE,ROSEMEAD,CA,91770,LOS ANGELES,33,19,LICENSED,8/29/2008,,
INFANT CENTER,414004662,KIDS KONNECT INFANT CARE & PRESCHOOL,"WARD, MAKINYA C.","WARD, MAKINYA C.",(510) 305-7857,1968 OLD COUNTY ROAD,REDWOOD CITY,CA,94062,SAN MATEO,5,36,PENDING,,,
INFANT CENTER,15700505,KIDS KONNECT INFANT CARE & PRESCHOOL,KIDS KONNECT INFANT CARE & PRESCHOOL,"GARCIA, YAMILEHT",(510) 305-7857,1600 BANCROFT AVENUE,SAN LEANDRO,CA,94577,ALAMEDA,52,8,LICENSED,10/22/2019,,
INFANT CENTER,376700007,KIDS ON BROADWAY,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,CHRISTINA MARTINEZ,(619) 557-3431,475 W. BROADWAY,SAN DIEGO,CA,92101,SAN DIEGO,20,24,CLOSED,11/13/2003,7/3/2018,
INFANT CENTER,434404940,KIDS ON CAMPUS,SANTA CLARA UNIVERSITY,DEBORAH GRAY,(408) 554-4771,2705 THE ALAMEDA,SANTA CLARA,CA,95053,SANTA CLARA,7,20,LICENSED,7/29/2002,,
INFANT CENTER,376300127,KIDS PARADISE DAYCARE (INFANT),KIDS PARADISE DAYCARE LLC,IRMA J GUERRERO ESPINOZA,(760) 536-3837,1701 N SANTA FE AVE,VISTA,CA,92084,SAN DIEGO,10,16,PENDING,,,
INFANT CENTER,304370968,KIDS TIME PRESCHOOL,CHILDREN WORLD B P. INC.,"SONG, YOOJIN",(714) 690-0112,5309 BEACH BLVD.,BUENA PARK,CA,90621,ORANGE,6,23,CLOSED,12/16/2014,9/26/2015,
INFANT CENTER,197419840,"KIDS TOWN CHILDCARE CENTER, LLC","TERRELL, LATRICIA","TERRELL, LATRICIA",(661) 951-2070,"1825 WEST AVENUE J, SUITE 123",LANCASTER,CA,93534,LOS ANGELES,12,10,CLOSED,8/18/2015,6/21/2016,
INFANT CENTER,197492943,"KIDS TOWN CHILDCARE CENTER, LLC","KIDS TOWN CHILDCARE CENTER, LLC",KIMBERLY MCKINNEY,(661) 951-7881,"1825 WEST AVENUE J, SUITE 123",LANCASTER,CA,93534,LOS ANGELES,12,30,LICENSED,6/21/2016,,
INFANT CENTER,376700369,KIDS TOWN MONTESSORI SCHOOL-INFANT,MEHRMAH HODAEE,"HODAEE, MEHRMAH",(858) 344-9902,867 SYCAMORE AVENUE,VISTA,CA,92081,SAN DIEGO,10,12,LICENSED,9/4/2007,,
INFANT CENTER,434403547,KIDS WORLD CHILD CARE CENTER,"AMES, CARLA","AMES, CARLA",(408) 779-7678,17535 DEL MONTE AVENUE,MORGAN HILL,CA,95037,SANTA CLARA,7,24,CLOSED,8/27/1999,9/28/2017,
INFANT CENTER,364843655,KIDS & CARE PRESCHOOL & CHILD CARE CENTER,LUZ MARISOL VALENZUELA,LUZ MARISOL VALENZUELA,(760) 956-2000,10662 MAPLE STREET,HESPERIA,CA,92345,SAN BERNARDINO,12,16,LICENSED,5/17/2016,,
INFANT CENTER,197414573,KIDSVILLE U.S.A.,"TAMPE MANAGEMENT, INC.","PERERA, MAUREEN",(818) 886-3508,8472 CORBIN AVENUE,NORTHRIDGE,CA,91324,LOS ANGELES,30,24,LICENSED,6/28/2007,,
INFANT CENTER,198020175,KIDSZONE PRESCHOOL ACADEMY,YVONNE CAMILLE WITHERS & JERMAIN MARCELL HARRIS,JENNIFER PEREZ,(626) 345-5922,1206 LINCOLN AVE,PASADENA,CA,91103,LOS ANGELES,33,18,LICENSED,5/16/2019,,
INFANT CENTER,197494159,KIDTOPIA EARLY LEARNING INFANT CENTER,KIDTOPIA LLC,"BONSEIGNEUR-SMITH,JACQUELI",(323) 903-5747,4313-4315 CRENSHAW BLVD,LOS ANGELES,CA,90008,LOS ANGELES,30,9,CLOSED,,12/2/2019,
INFANT CENTER,73405621,"KIDZ-PLANET, INC","KIDZ-PLANET, INC","GRINSPHAN, IRINA",(925) 457-9411,2245 MORELLO AVE  SUITE C,PLEASANT HILL,CA,94523,CONTRA COSTA,2,70,LICENSED,9/7/2006,,
INFANT CENTER,434406691,"KIDZ ACADEMY, INC.","KIDZ ACADEMY, INC.",CAROLYN MENDOZA,(408) 261-9523,1224 NORTH WINCHESTER BLVD,SANTA CLARA,CA,95050,SANTA CLARA,7,16,LICENSED,8/13/2003,,
INFANT CENTER,376701124,KIDZ CITY,ELISHA MARIE VALENTINE,ROSIE GONZALEZ,(760) 317-1015,3575 EAST VALLEY PARKWAY,ESCONDIDO,CA,92027,SAN DIEGO,10,8,CLOSED,4/16/2015,8/30/2015,
INFANT CENTER,334843350,KIDZ CITY,ELISHA VALENTINE,ELISHA VALENTINE,(760) 879-4272,1068 EAST MAYBERRY AVENUE,HEMET,CA,92543,RIVERSIDE,10,14,CLOSED,,1/9/2016,
INFANT CENTER,376701238,KIDZ CITY,ELISHA MARIE VALENTINE,ELISHA VALENTINE,(760) 879-4272,120 N.  ASH STREET,ESCONDIDO,CA,92027,SAN DIEGO,10,28,CLOSED,11/15/2016,3/13/2017,
INFANT CENTER,376701201,KIDZ CITY-INFANT,ELISHA MARIE VALENTINE,"VALENTINE, ELISHA",(760) 879-4272,120 N. ASH STREET,ESCONDIDO,CA,92027,SAN DIEGO,10,8,CLOSED,,12/10/2015,
INFANT CENTER,343615413,KIDZ COME FIRST CHILD DEVELOPMENT,"STIGELMAYER, STEPHEN","WEAVER, MICHELLE",(209) 744-2600,10374 TWIN CITIES ROAD,GALT,CA,95632,SACRAMENTO,53,12,LICENSED,12/4/2008,,
INFANT CENTER,153808188,KIDZ KOUNTRY PRESCHOOL,"HENDERSON, KELLY & BOYLES, TERRY","BLANKENSHIP, MICHELLE",(661) 833-3114,4620 TAFT HWY,BAKERSFIELD,CA,93313,KERN,4,12,CLOSED,4/1/2005,4/28/2016,
INFANT CENTER,198018884,KIDZ LEARNING KINGDOM,"RIVAS, CARINA","RIVAS, CARINA",(562) 989-8228,3588 LONG BEACH BLVD.,LONG BEACH,CA,90807,LOS ANGELES,54,24,LICENSED,4/18/2016,,
INFANT CENTER,364841948,KIDZ ROCK DAY CARE 'N' PRESCHOOL,"RAMIREZ, ROSETTA","RAMIREZ, NICOLE",(909) 904-7200,"17210 SLOVER AVENUE, SUITE I",FONTANA,CA,92337,SAN BERNARDINO,9,16,CLOSED,3/13/2013,9/26/2019,
INFANT CENTER,364845066,KIDZ ROCK DAY CARE N' PRESCHOOL,AMERICAN FUTURE EDUCATION CENTER,NICOLE RAMIREZ,(909) 904-7200,"17210 SLOVER AVENUE, SUITE I",FONTANA,CA,92337,SAN BERNARDINO,9,16,CLOSED,,10/5/2018,
INFANT CENTER,343622274,KIDZ WORLD LEARNING CENTER- INF,"CREATIVE MINDS LEARNING CENTER, LLC","URAIZEE, SAJEDA",(510) 676-0203,2740 LA LOMA DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,30,CLOSED,,3/29/2018,
INFANT CENTER,313616300,KIDZCOMMUNITY - AUBURN HEAD START (INF),"PLACER COMMUNITY ACTION COUNCIL, INC",RAMEY FAHRNEY,(530) 885-5437,173 OAK STREET,AUBURN,CA,95603,PLACER,3,16,LICENSED,4/30/2010,,
INFANT CENTER,293616013,KIDZCOMMUNITY - GRASS VALLEY HEAD START (INF),PLACER COMMUNITY ACTION COUNCIL,CRECIA (MORGAN) BILDERBACK,(530) 272-2635,130 PARK AVENUE,GRASS VALLEY,CA,95945,NEVADA,3,16,LICENSED,8/19/2009,,
INFANT CENTER,313620239,KIDZCOMMUNITY - KINGS BEACH HEAD START (INF),"PLACER COMMUNITY ACTION COUNCIL, INC","MARQUEZ, GINA",(530) 546-9076,8446 CUT THROAT AVENUE,KINGS BEACH,CA,96143,PLACER,3,16,LICENSED,11/21/2014,,
INFANT CENTER,313614689,KIDZCOMMUNITY - LINCOLN HEAD START (INF),"PLACER COMMUNITY ACTION COUNCIL, INC.","PARK, GINGER",(916) 434-3705,870 J STREET,LINCOLN,CA,95648,PLACER,3,24,LICENSED,8/17/2007,,
INFANT CENTER,313605651,KIDZCOMMUNITY - LOOMIS EARLY HEAD START (INF),"PLACER COMMUNITY ACTION COUNCIL, INC.","GREEN, STACEY",(916) 652-3284,5400 BARTON ROAD,LOOMIS,CA,95650,PLACER,3,35,LICENSED,8/18/2000,,
INFANT CENTER,503808941,KIDZMINISTRY FOUNDATION,"CABRERA, BRENDA","CABRERA, BRENDA",(209) 538-3911,"2445 WHITMORE AVE., STE. 130",CERES,CA,95307,STANISLAUS,4,12,CLOSED,,12/8/2016,
INFANT CENTER,503808856,KIDZMINISTRY FOUNDATION,"CABRERA, BRENDA","CABRERA, BRENDA",(209) 538-3911,2445 WHITMORE AVENUE SUITE 130,CERES,CA,95307,STANISLAUS,4,21,CLOSED,7/14/2014,3/27/2015,
INFANT CENTER,364820495,KIDZROCK CHILDREN'S LEARNING CENTER,"LOVE ROCK MINISTRIES INTERNATIONAL, INC","ORTEGA, JENNIFER",(909) 825-8887,2345 S WATERMAN AVENUE,SAN BERNARDINO,CA,92408,SAN BERNARDINO,9,10,LICENSED,8/7/2008,,
INFANT CENTER,136608069,KINDER CASTLE LEARNING ACADEMY,"ELIAS, NORA & ENRIQUE","ELIAS, NORA",(760) 337-1117,2211 WEST MAIN ST,EL CENTRO,CA,92243,IMPERIAL,20,26,LICENSED,12/28/2006,,
INFANT CENTER,197418070,KINDER KIDS CHRISTIAN INFANT CENTER,"MOORE, MICHELLE","MOORE, MICHELLE",(323) 933-5437,5403 W. PICO BOULEVARD,LOS ANGELES,CA,90019,LOS ANGELES,30,26,LICENSED,3/5/2012,,
